title	other_names	desc	causes	percentages	related	related_p	tests	meds	ages	ages_freq	sex	sex_freq	race	race_freq
Constipation	Also known as No bowel movement for 3 days and Difficulty Defecating	"Constipation (also known as costiveness or dyschezia) refers to bowel movements that are infrequent or hard to pass. Constipation is a common cause of painful defecation. Severe constipation includes obstipation (failure to pass stools or gas) and fecal impaction, which can progress to bowel obstruction and become life-threatening."			Stomach bloating	13		Mineral Oil (Stye)						
Constipation	Also known as No bowel movement for 3 days and Difficulty Defecating	"Constipation (also known as costiveness or dyschezia) refers to bowel movements that are infrequent or hard to pass. Constipation is a common cause of painful defecation. Severe constipation includes obstipation (failure to pass stools or gas) and fecal impaction, which can progress to bowel obstruction and become life-threatening."			Nausea	7		Benzylpenicilloyl Polylysine (Pre-Pen)						
Constipation	Also known as No bowel movement for 3 days and Difficulty Defecating	"Constipation (also known as costiveness or dyschezia) refers to bowel movements that are infrequent or hard to pass. Constipation is a common cause of painful defecation. Severe constipation includes obstipation (failure to pass stools or gas) and fecal impaction, which can progress to bowel obstruction and become life-threatening."			Pain of the anus	10		Lactulose						
Constipation	Also known as No bowel movement for 3 days and Difficulty Defecating	"Constipation (also known as costiveness or dyschezia) refers to bowel movements that are infrequent or hard to pass. Constipation is a common cause of painful defecation. Severe constipation includes obstipation (failure to pass stools or gas) and fecal impaction, which can progress to bowel obstruction and become life-threatening."			Flatulence	8		"Sennosides, Usp (Perdiem)"						
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Heart failure	1	Insomnia	22	Electroencephalogram (EEG) (Eeg)	Fenofibric Acid (Trilipix)	5-14 years	1.4x	Female	0.7x	White	0.8x
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Deviated nasal septum	4	Difficulty breathing	14	Other diagnostic procedures (interview; evaluation; consultation)	Tryptophan	75+ years	0.7x	Male	1.4x	Hispanic	0.8x
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Obstructive sleep apnea (OSA)	2	Abnormal breathing sounds	76	Other therapeutic procedures on eyelids; conjunctiva; cornea	Prazosin	45-59 years	1.2x			Other	1.2x
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Obesity	54	Weight gain	24	Ophthalmologic and otologic diagnosis and treatment	Formoterol	30-44 years	1.7x			Black	0.7x
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Seasonal allergies (hay fever)	2	Difficulty in swallowing	59	Echocardiography	Zaleplon (Sonata)	< 1 years	0.3x				
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Restless leg syndrome	1	Fatigue	4	Other therapeutic procedures	Caffeine	60-74 years	0.6x				
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."	Tonsillar hypertrophy	1	Drainage in throat	11	Ultrasonography (Ultrasound)	Drospirenone-Estradiol	1-4 years	0.9x				
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."			Sleepiness	3	Tracheoscopy and laryngoscopy with biopsy	Dexlansoprazole (Dexilant)	15-29 years	0.4x				
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."			Abnormal involuntary movements	60		Pramipexole (Mirapex)						
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."			Swollen or red tonsils	8		Modafinil (Provigil)						
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."			Mouth dryness	5		Aminosalicylic Acid						
Apnea	Also known as Snoring sounds during sleep and Stops Breathing	"Apnea, apnoea, or apnÏa (Greek: _¹____, from _-, privative, ¹_____, to breathe), is a term for suspension of external breathing. During apnea there is no movement of the muscles of respiration and the volume of the lungs initially remains unchanged. Depending on the patency of the airways there may or may not be a flow of gas between the lungs and the environment; gas exchange within the lungs and cellular respiration is not affected."						Intramuscular Immunoglobulin (Baygam)						
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Pregnancy	4	Pain during pregnancy	8	Standard pregnancy test	Metronidazole	45-59 years	0.1x	Male	0.0x	Black	0.5x
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Urinary tract infection	3	Unpredictable menstruation	24	Microscopic examination (bacterial smear; culture; toxicology)	Butoconazole Topical	30-44 years	0.2x	Female	1.7x	Hispanic	1.2x
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Vaginitis	15	Cramps and spasms	59	Examination of breast	Nonoxynol 9 Topical	1-4 years	0.3x			Other	2.3x
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Yeast infection	4	Vaginal itching	51	Pap smear	Tinidazole	15-29 years	0.1x			White	1.1x
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Benign vaginal discharge (leukorrhea)	29	Vaginal pain	33	Ultrasonography (Ultrasound)	Boric Acid Topical	60-74 years	1.6x				
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Pelvic inflammatory disease	10	Pelvic pain	16	Chlamydia test	Fluconazole (Diflucan)	5-14 years	2.8x				
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Cervicitis	3	Vulvar irritation	7	Urinalysis	Cefixime (Suprax)	< 1 years	0.0x				
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"	Vaginal yeast infection	10	Painful urination	19	Pelvis exam	Clindamycin Topical Product	75+ years	0.5x				
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"			Vaginal redness	38		Miconazole Topical Product						
Vaginal discharge	Also known as Leukorrhea	"Vaginal discharge is a term given to biological fluids contained within or expelled from the vagina. It can be of various colors, (whitish, yellowish or greenish)"			Lower abdominal pain	28		Terconazole Topical						
