conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null		33								
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null				60-74 years						
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null		13								
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null		8								
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null			Routine chest X-ray							
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null		12								
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null					0.0x					
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null										Cefotaxime
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null	Fever									
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null	Vomiting									
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null								Hispanic		
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null				1-4 years						
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null								White		
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null									1.3x	
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null										Cefprozil
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null						Female				
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null				15-29 years						
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null		41								
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null										Levalbuterol (Xopenex)
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null					5.1x					
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null		91								
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null										Prednisolone
Acute bronchiolitis	http://www.symcat.com/conditions/acute-bronchiolitis	Acute bronchiolitis	null					0.3x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		33								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		92								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Ipratropium
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		49								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null								Hispanic		
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				45-59 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null							1.0x			
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Headache									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		37								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Coughing up sputum									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null									1.0x	
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Cardiac monitoring (Cardiac monitor)							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Azithromycin
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Cough									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Kidney function tests (Kidney function test)							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		55								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Congestion in chest									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null								White		
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				30-44 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					1.0x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Shortness of breath									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null									0.7x	
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Guaifenesin (Mucinex)
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Nebulizer therapy							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		52								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null								Black		
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Wheezing									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Plain x-ray (X ray)							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Dextromethorphan (Duramax)
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Sore throat									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					1.2x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Robitussin Ac
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Electrocardiogram							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null						Male				
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				1-4 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Coryza									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					0.7x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Benzonatate
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		32								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					1.1x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null						Female				
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null									1.1x	
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Robitussin Dm
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Blood culture							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Sharp chest pain									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null								Other		
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				75+ years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Fever									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Radiographic imaging procedure							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		63								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					1.2x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		46								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				5-14 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				< 1 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null			Cardiac enzymes measurement (Cardiac enzymes test)							
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		66								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		27								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Difficulty breathing									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null							1.0x			
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					0.8x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null									0.9x	
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				60-74 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null		30								
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					0.7x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null	Nasal congestion									
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null					0.9x					
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null				15-29 years						
Acute bronchitis	http://www.symcat.com/conditions/acute-bronchitis	Acute bronchitis	null										Clarithromycin
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Sore throat									
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm		89								
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm		57								
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm			Cardiac enzymes measurement (Cardiac enzymes test)							
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm		59								
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm										Prednisolone
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Cough									
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm					0.4x					
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm									1.1x	
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm					1.6x					
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm								Black		
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Wheezing									
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm						Female				
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm				45-59 years						
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Headache									
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm					0.8x					
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm				15-29 years						
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm									0.8x	
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm										Penicillin G Benzathine (Bicillin)
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm										Albuterol
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm							0.9x			
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm			Radiographic imaging procedure							
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Fever									
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm		31								
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm										Arformoterol (Brovana)
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm				1-4 years						
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm				< 1 years						
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm		22								
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm					0.8x					
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Chest tightness									
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm		40								
Acute bronchospasm	http://www.symcat.com/conditions/acute-bronchospasm	Acute bronchospasm	Also known as Bronchial Spasm	Coryza									
