title	other_names	desc	diseases	side_effects
Budesonide	"Also known as Pulmicort, Rhinocort, and Preferid"	"Budesonide is a glucocorticoid steroid for the treatment of asthma and non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis. In addition, it is used for Crohn's disease (inflammatory bowel disease)."		Pharyngitis
Budesonide	"Also known as Pulmicort, Rhinocort, and Preferid"	"Budesonide is a glucocorticoid steroid for the treatment of asthma and non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis. In addition, it is used for Crohn's disease (inflammatory bowel disease)."		Nosebleed
Budesonide	"Also known as Pulmicort, Rhinocort, and Preferid"	"Budesonide is a glucocorticoid steroid for the treatment of asthma and non-infectious rhinitis (including hay fever and other allergies), and for treatment and prevention of nasal polyposis. In addition, it is used for Crohn's disease (inflammatory bowel disease)."		Otitis media
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Blood in urine	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Retention of urine	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Cystitis	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Pyelonephritis	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Urinary tract infection	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Frequent urination	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Suprapubic pain	
Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Painful urination	
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Leptospirosis	Swollen lymph nodes
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Cytomegalovirus infection	Vomiting
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Fever	Headache
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Ache all over	Pneumonia
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Cough	Fatigue
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Flu-like syndrome	Asthma
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Chills	Cough
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."	Flu	Pain
Oseltamivir (Tamiflu)	Also known as Tamiflu	"Oseltamivir INN , marketed under the trade name Tamiflu, is an antiviral drug, which may slow the spread of influenza (flu) virus between cells in the body by stopping the virus from chemically cutting ties with its host cell. The drug is taken orally in capsules or as a suspension. It is used to treat influenza A virus and influenza B virus. Oseltamivir is a prodrug, a (relatively) inactive chemical, which is converted into its active form by metabolic process after it is taken into the body. It was the first orally active neuraminidase inhibitor commercially developed. It was developed by C.U. Kim, W. Lew, and X. Chen of US-based Gilead Sciences, and is marketed by Genentech."		Nausea
