meds	meds-href	title	other_names	desc	diseases	side_effects
Levalbuterol	http://www.symcat.com/medications/levalbuterol	Levalbuterol (Xopenex)	Also known as Xopenex	"Levosalbutamol (INN) or levalbuterol (USAN), trade name Xopenex, is the R-enantiomer of the short-acting _2-adrenergic receptor agonist salbutamol. It is marketed by Cipla as Levolin, & by axa named Axazest."		Vomiting
Clonidine	http://www.symcat.com/medications/clonidine	Clonidine	"Also known as Clorpres 0.1/15, Clorpres 0.2/15, Clorpres 0.3/15, Combipres 0.1/15, Combipres 0.2/15, Combipres 0.3/15, Dixarit, Catapres, Catapres-Tts-1, and Catapres-Tts-2"	"Clonidine (trade name Kapvay or Nexiclon) is a sympatholytic medication used to treat high blood pressure, ADHD, anxiety/panic disorder, and certain pain conditions. It is classified as a centrally acting _2 adrenergic agonist. An alternative hypothesis that has been proposed is that clonidine acts centrally as an imidazoline receptor agonist."	Attention deficit hyperactivity disorder (ADHD)	
Methadone	http://www.symcat.com/medications/methadone	Methadone	"Also known as Methadose, Methex, Physeptone, Dolophine, and Martindale Methadone Dtf"	"Methadone (also known as Symoron, Dolophine, Amidone, Methadose, Physeptone, Heptadon and many other names) is a synthetic opioid. It is used medically as an analgesic and a maintenance anti-addictive and reductive preparation for use by patients with opioid dependency. It was developed in Germany in 1937, mainly because Germany required a reliable internal source of opiates. Because it is an acyclic analog of morphine or heroin, methadone acts on the same opioid receptors as these drugs, and thus has many of the same effects. Methadone is also used in managing severe chronic pain, owing to its long duration of action, extremely powerful effects, and very low cost. Methadone was introduced into the United States in 1947 by Eli Lilly and Company."	Spondylitis	
Zolpidem	http://www.symcat.com/medications/zolpidem	Zolpidem (Ambien)	Also known as Ambien and Intermezzo	"Zolpidem (brand names Ambien, Ambien CR, Intermezzo, Stilnox, and Sublinox) is a prescription medication used for the treatment of insomnia and some brain disorders. It is a short-acting nonbenzodiazepine hypnotic of the imidazopyridine class  that potentiates GABA, an inhibitory neurotransmitter, by binding to GABAA receptors at the same location as benzodiazepines. It works quickly, usually within 15 minutes, and has a short half-life of two to three hours."		Indigestion
Bupropion	http://www.symcat.com/medications/bupropion	Bupropion (Wellbutrin)	Also known as Wellbutrin and Zyban	"Bupropion (/bju__pro_pi._n/ bew-PROH-pee-on; marketed as Wellbutrin, Zyban, Voxra, Budeprion, Prexaton, Elontril or Aplenzin; and formerly known as amfebutamone) is an atypical antidepressant and smoking cessation aid. Its chemical name is 3-chloro-N-tert-butyl-_-ketoamphetamine, a substituted cathinone (_-ketoamphetamine), as well as substituted amphetamine. The drug therefore is a mild psychostimulant. Its primary pharmacological action is norepinephrine-dopamine reuptake inhibition. It binds selectively to the dopamine transporter, but its behavioural effects have often been attributed to its inhibition of norepinephrine reuptake. It also acts as a nicotinic acetylcholine receptor antagonist. Bupropion belongs to the chemical class of aminoketones and is similar in structure to stimulants cathinone and diethylpropion, and to phenethylamines in general. Medically, bupropion serves as a non-tricyclic antidepressant fundamentally different to most commonly prescribed antidepressants such as SSRIs."		Paresthesia
Oxybutynin	http://www.symcat.com/medications/oxybutynin	Oxybutynin	Also known as Oxytrol and Anturol	"Oxybutynin (Ditropan, Lyrinel XL, Lenditro (South Africa)) is an anticholinergic medication used to relieve urinary and bladder difficulties, including frequent urination and inability to control urination (urge incontinence), by decreasing muscle spasms of the bladder. It competitively antagonizes the M1, M2, and M3 subtypes of the muscarinic acetylcholine receptor. It also has direct spasmolytic effects on bladder smooth muscle as a calcium antagonist and local anesthetic, but at concentrations far above those used clinically. It is available orally in generic formulation or as the brand-names Ditropan, Lyrinel XL, or Ditrospam, as a transdermal patch under the brand name Oxytrol, and as a topical gel under the brand name Gelnique."		Skin rash
Esomeprazole	http://www.symcat.com/medications/esomeprazole	Esomeprazole (Nexium)	"Also known as Vimovo 375/20, Vimovo 500/20, and Nexium"	"Esomeprazole (/i_s__m_pr_zo_l/) is a proton pump inhibitor (brand name Nexium) which reduces acid secretion through inhibition of the H+ / K+ ATPase in gastric parietal cells. By inhibiting the functioning of this transporter, the drug prevents formation of gastric acid."	Abnormal size or shape of ear	
Ibuprofen	http://www.symcat.com/medications/ibuprofen	Ibuprofen	Also known as Advil and Motrin	"Ibuprofen (INN)  is a nonsteroidal anti-inflammatory drug (NSAID) used for pain relief, fever reduction, and against swelling."		Diarrhea
Tramadol	http://www.symcat.com/medications/tramadol	Tramadol	Also known as Ryzolt	"Tramadol hydrochloride (trademarked as Conzip, Ryzolt, Ultracet, Ultram in the USA, Ralivia, Zytram XL Durella{CR-100/200 mg} in Canada or Adolonta in Spain) is a centrally acting synthetic analgesic used to treat moderate to moderately severe pain. The drug has a wide range of applications, including treatment of rheumatoid arthritis, restless legs syndrome, motor neurone disease and fibromyalgia. It was launched and marketed as Tramal by the German pharmaceutical company Grünenthal GmbH in 1977."		Indigestion
"Influenza Virus Vaccine, H1N1, Inactivated"	http://www.symcat.com/medications/influenza-virus-vaccine-h1n1-inactivated	"Influenza Virus Vaccine, H1N1, Inactivated"	null	"Influenza Virus Vaccine, H1N1, Inactivated is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest."	Blastomycosis	
Phenytoin	http://www.symcat.com/medications/phenytoin	Phenytoin (Dilantin)	"Also known as Euthasol, Pentran, Dilantin, Epanutin, Di-Phen, Epanutin Ready Mixed Parenteral, Phenytek, and Epanutin Infatab"	"Phenytoin sodium (/f__n_to__n/) is a commonly used antiepileptic. Phenytoin acts to suppress the abnormal brain activity seen in seizure by reducing electrical conductance among brain cells by stabilizing the inactive state of voltage-gated sodium channels. Aside from seizures, it is an option in the treatment of trigeminal neuralgia in the event that carbamazepine or other first-line treatment seems inappropriate."		
Modafinil	http://www.symcat.com/medications/modafinil	Modafinil (Provigil)	Also known as Provigil	"Modafinil is an eugeroic drug. It is approved by the United States' Food and Drug Administration (FDA) for the treatment of narcolepsy, shift work sleep disorder and excessive daytime sleepiness associated with obstructive sleep apnea."	Multiple sclerosis	
Pregabalin	http://www.symcat.com/medications/pregabalin	Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Myoclonus
Gemfibrozil	http://www.symcat.com/medications/gemfibrozil	Gemfibrozil	Also known as Lopid	"Gemfibrozil is the generic name for an oral drug used to lower lipid levels. It belongs to a group of drugs known as fibrates. It is most commonly sold as the brand name, Lopid. Other brand names include Jezil and Gen-Fibro."	Cytomegalovirus infection	
Baclofen	http://www.symcat.com/medications/baclofen	Baclofen	"Also known as Lioresal, Kemstro, and Gablofen"	"Baclofen (brand names Kemstro, Lioresal, Liofen, Gablofen, Beklo and Baclosan) is a derivative of gamma-aminobutyric acid (GABA). It is primarily used to treat spasticity and is in the early research stages for use for the treatment of alcoholism. It is also used by compounding pharmacies in topical pain creams as a muscle relaxant."		Pain
Levalbuterol	http://www.symcat.com/medications/levalbuterol	Levalbuterol (Xopenex)	Also known as Xopenex	"Levosalbutamol (INN) or levalbuterol (USAN), trade name Xopenex, is the R-enantiomer of the short-acting _2-adrenergic receptor agonist salbutamol. It is marketed by Cipla as Levolin, & by axa named Axazest."		Redness in ear
Pantoprazole	http://www.symcat.com/medications/pantoprazole	Pantoprazole	"Also known as Protium Brand Of Pantoprazole Sodium, Protium I.V, and Protonix"	"Pantoprazole (sold under various brand names including Somac, Tecta, Pantoloc, Controloc, Protium, Protonix, Pantecta, Pantoheal, Pantpas, Ppi-40, and Neoppi) is a proton pump inhibitor drug that inhibits gastric acid secretion."		Nausea
Tramadol	http://www.symcat.com/medications/tramadol	Tramadol	Also known as Ryzolt	"Tramadol hydrochloride (trademarked as Conzip, Ryzolt, Ultracet, Ultram in the USA, Ralivia, Zytram XL Durella{CR-100/200 mg} in Canada or Adolonta in Spain) is a centrally acting synthetic analgesic used to treat moderate to moderately severe pain. The drug has a wide range of applications, including treatment of rheumatoid arthritis, restless legs syndrome, motor neurone disease and fibromyalgia. It was launched and marketed as Tramal by the German pharmaceutical company Grünenthal GmbH in 1977."	West Nile virus	
Diazepam	http://www.symcat.com/medications/diazepam	Diazepam (Valium)	Also known as Valium	"Diazepam , first marketed as Valium  by Hoffmann-La Roche, is a benzodiazepine drug."		
Mupirocin Topical	http://www.symcat.com/medications/mupirocin-topical	Mupirocin Topical	null	Mupirocin Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Skin lesion	
Paclitaxel	http://www.symcat.com/medications/paclitaxel	Paclitaxel (Taxol)	Also known as Taxol	"Paclitaxel is a mitotic inhibitor used in cancer chemotherapy. It was discovered in a US National Cancer Institute program at the Research Triangle Institute in 1967 when Monroe E. Wall and Mansukh C. Wani isolated it from the bark of the Pacific yew tree, Taxus brevifolia and named it taxol. Later it was discovered that endophytic fungi in the bark synthesize paclitaxel."	Lung cancer	
Levalbuterol	http://www.symcat.com/medications/levalbuterol	Levalbuterol (Xopenex)	Also known as Xopenex	"Levosalbutamol (INN) or levalbuterol (USAN), trade name Xopenex, is the R-enantiomer of the short-acting _2-adrenergic receptor agonist salbutamol. It is marketed by Cipla as Levolin, & by axa named Axazest."		Cramps and spasms
Risperidone	http://www.symcat.com/medications/risperidone	Risperidone	Also known as Risperdal	"Risperidone (/r__sp__r_do_n/ ri-SPAIR-i-dohn) (trade name Risperdal, and generics) is a potent antipsychotic drug which is mainly used to treat schizophrenia (including adolescent schizophrenia), schizoaffective disorder, the mixed and manic states associated with bipolar disorder, and irritability in people with autism."		Back pain
Hydrocodone	http://www.symcat.com/medications/hydrocodone	Hydrocodone	"Also known as Duocet, Allay, Anexsia, Anolor Dh5, Bancap Hc, Ceta Plus, Co-Gesic, Dolacet, Dolagesic, and Hy-Phen"	"Hydrocodone is a semi-synthetic opioid derived from codeine. Hydrocodone is used orally as narcotic analgesic and antitussive, often in combination with paracetamol (acetaminophen) or ibuprofen. It is available in tablet, capsule, and syrup form. Abrupt discontinuation of hydrocodone may result in withdrawal symptoms."	Congenital malformation syndrome	
